Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Collected Works, Volume 14: The Blue Tide: reproductions of first edition, edition hansjörg mayer, Stuttgart 1967 and 3 original manuscripts, Markgröningen, Providence, Reykjavík 1966-1967 from Collected Works, Volumes 1-20",Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1973,"Artist's book, offset printed","overall (closed): 9 1/16 x 6 11/16 x 1 11/16"" (23 x 17 x 4.3 cm)",Committee on Prints and Illustrated Books Fund,1669.2012.14,Illustrated Book,Drawings & Prints,2012-10-03,Y,165584,https://www.moma.org/collection/works/165584,https://www.moma.org/media/W1siZiIsIjQ3NTM3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=30dd353ca118cbed,,,4.3,,23.0,,,17.0,,
"Collected Works, Volume 15: Poesy 5 to 1: review for poesitioning, poemetry, poeting and poetry from Collected Works, Volumes 1-20",Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1969,"Artist's book, offset printed","overall (closed): 9 x 6 11/16 x 11/16"" (22.9 x 17 x 1.8 cm)",Committee on Prints and Illustrated Books Fund,1669.2012.15,Illustrated Book,Drawings & Prints,2012-10-03,Y,165585,https://www.moma.org/collection/works/165585,https://www.moma.org/media/W1siZiIsIjQ3NTM3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=08272542f98ca438,,,1.8,,22.9,,,17.0,,
"Collected Works, Volume 16: MUNDUNCULUM: slightly corrected and enlarged version of the book published by dumont schauberg cologne 1967 from Collected Works, Volumes 1-20",Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1975,Artist's book,"overall (box): 10 7/16 x 24 3/16 x 10 1/16"" (26.5 x 61.5 x 25.5 cm); sheet (cover image): 9 5/8 x 19 15/16"" (24.4 x 50.7 cm)",Committee on Prints and Illustrated Books Fund,1669.2012.16,Illustrated Book,Drawings & Prints,2012-10-03,Y,165586,https://www.moma.org/collection/works/165586,https://www.moma.org/media/W1siZiIsIjQ3NTM4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=efc36d14c0e4c95a,,,25.5,,26.5,,,61.5,,
"Collected Works, Volume 17: 246 Little Clouds: reconstruction of the book published by Something Else Press, New York 1968 from Collected Works, Volumes 1-20",Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1976,"Artist's book, offset printed","overall (closed): 9 1/16 x 6 11/16 x 9/16"" (23 x 17 x 1.5 cm)",Committee on Prints and Illustrated Books Fund,1669.2012.17,Illustrated Book,Drawings & Prints,2012-10-03,Y,165587,https://www.moma.org/collection/works/165587,https://www.moma.org/media/W1siZiIsIjQ3NTM4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cbe10ed3bb4bc46a,,,1.5,,23.0,,,17.0,,
"Collected Works, Volume 18: Smaller Works, (part 1): published and unpublished material 1953-1966 from Collected Works, Volumes 1-20",Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1971,Artist's book,"overall (box): 10 7/16 x 24 3/16 x 10 1/16"" (26.5 x 61.5 x 25.5 cm); sheet (cover image): 9 5/8 x 19 15/16"" (24.4 x 50.7 cm)",Committee on Prints and Illustrated Books Fund,1669.2012.18,Illustrated Book,Drawings & Prints,2012-10-03,Y,165588,https://www.moma.org/collection/works/165588,https://www.moma.org/media/W1siZiIsIjQ3NTM4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f1aaa5fe2a30341f,,,25.5,,26.5,,,61.5,,
"Collected Works, Volumes 1-20 (Gesammelte Werke, Bande 1-20)",Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1971,Artist's book,"overall (box): 10 7/16 x 24 3/16 x 10 1/16"" (26.5 x 61.5 x 25.5 cm); sheet (cover image): 9 5/8 x 19 15/16"" (24.4 x 50.7 cm)",Committee on Prints and Illustrated Books Fund,1669.2012.19,Illustrated Book,Drawings & Prints,2012-10-03,Y,165589,https://www.moma.org/collection/works/165589,https://www.moma.org/media/W1siZiIsIjQ3NTM4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3457655d0e46e2ea,,,25.5,,26.5,,,61.5,,
"Collected Works, Volume 20: books and graphics (part 1): from 1947 until 1971 from Collected Works, Volumes 1-20",Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1972,Artist's book,"overall (box): 10 7/16 x 24 3/16 x 10 1/16"" (26.5 x 61.5 x 25.5 cm); sheet (cover image): 9 5/8 x 19 15/16"" (24.4 x 50.7 cm)",Committee on Prints and Illustrated Books Fund,1669.2012.20,Illustrated Book,Drawings & Prints,2012-10-03,Y,165590,https://www.moma.org/collection/works/165590,https://www.moma.org/media/W1siZiIsIjQ3NTM4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=85ee23adc189d3c7,,,25.5,,26.5,,,61.5,,
"Slipcase for Collected Works, Volumes 1-20 (Gesammelte Werke, Bande 1-20)",Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1969–79,Paperboard slipcase with chromogenic print with gouache and felt-tip pen additions,"overall (box): 10 7/16 x 24 3/16 x 10 1/16"" (26.5 x 61.5 x 25.5 cm); sheet (cover image): 9 5/8 x 19 15/16"" (24.4 x 50.7 cm)",Committee on Prints and Illustrated Books Fund,1669.2012.21,Illustrated Book,Drawings & Prints,2012-10-03,Y,165591,https://www.moma.org/collection/works/165591,,,,25.5,,26.5,,,61.5,,
¿Quien dominó?,Unidentified Designer,6011,,(),(0),(0),(),2003,Silk-screened poster,"27 1/2 x 20"" (69.9 x 50.8 cm)",Gift of The Cuban Institute of Cinematographic Art and Industry,F2012.1115,Work on Paper,Film,2012-10-17,N,165794,,,,,,,69.8501397003,,,50.8001016002,,
En vías de extension,Unidentified Designer,6011,,(),(0),(0),(),2005,Silk-screened poster,"27 1/2 x 20"" (69.9 x 50.8 cm)",Gift of The Cuban Institute of Cinematographic Art and Industry,F2012.1116,Work on Paper,Film,2012-10-17,N,165795,,,,,,,69.8501397003,,,50.8001016002,,
bok 3a,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1961,Artist's book of newspaper,"page (each): 7 1/16 x 7 1/4"" (18 x 18.4 cm); overall (closed): 7 1/16 x 7 5/16 x 1 3/8"" (18 x 18.6 x 3.5 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3088.2008,Illustrated Book,Drawings & Prints,2008-10-08,Y,165822,https://www.moma.org/collection/works/165822,https://www.moma.org/media/W1siZiIsIjI3NTQ0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=df03a65529578b98,,,,,18.0,,,18.4,,
bok 3c,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1961,Artist's book of makeready sheets,"page (each): 7 15/16 x 7 15/16"" (20.2 x 20.1 cm); overall (closed): 7 15/16 x 7 15/16 x 1 7/16"" (20.2 x 20.2 x 3.7 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3089.2008,Illustrated Book,Drawings & Prints,2008-10-08,Y,165823,https://www.moma.org/collection/works/165823,https://www.moma.org/media/W1siZiIsIjI3NTQ0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7f8c28990b0d2907,,,,,20.1612903226,,,20.1,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,Portfolio of sixteen relief prints,"sheet (each): 25 7/16 x 19 5/8"" (64.6 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.1-16,Print,Drawings & Prints,2013-02-07,Y,166059,https://www.moma.org/collection/works/166059,,,,,,64.6,,,49.8,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 3 3/16 x 7 7/16"" (8.1 x 18.9 cm); sheet: 25 7/16 x 19 5/8"" (64.6 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.1,Print,Drawings & Prints,2013-02-07,Y,166382,https://www.moma.org/collection/works/166382,https://www.moma.org/media/W1siZiIsIjI2MjQwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ccc1d5e58f8b03b8,,,,,8.1,,,18.9,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 7/16 x 4 13/16"" (26.5 x 12.2 cm); sheet: 25 7/16 x 19 5/8"" (64.6 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.2,Print,Drawings & Prints,2013-02-07,Y,166383,https://www.moma.org/collection/works/166383,https://www.moma.org/media/W1siZiIsIjI2MjQwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ca391d7c1946a43b,,,,,26.5,,,12.2,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 1/8 x 8 9/16"" (25.7 x 21.7 cm); sheet: 25 7/16 x 19 5/8"" (64.6 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.3,Print,Drawings & Prints,2013-02-07,Y,166384,https://www.moma.org/collection/works/166384,https://www.moma.org/media/W1siZiIsIjI2MjQwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e153d7addfb90cfa,,,,,25.7,,,21.7,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 13/16 x 7 13/16"" (27.5 x 19.8 cm); sheet: 25 1/2 x 19 5/8"" (64.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.4,Print,Drawings & Prints,2013-02-07,Y,166385,https://www.moma.org/collection/works/166385,https://www.moma.org/media/W1siZiIsIjI2MjQxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0d31e81b03e78712,,,,,27.5,,,19.8,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 1/8 x 8 1/2"" (25.7 x 21.6 cm); sheet: 25 1/2 x 19 5/8"" (64.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.5,Print,Drawings & Prints,2013-02-07,Y,166386,https://www.moma.org/collection/works/166386,https://www.moma.org/media/W1siZiIsIjI2MjQxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bfb6e29659706ae6,,,,,25.7,,,21.6,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 1/4 x 8 9/16"" (26.1 x 21.7 cm); sheet: 25 1/2 x 19 5/8"" (64.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.6,Print,Drawings & Prints,2013-02-07,Y,166387,https://www.moma.org/collection/works/166387,https://www.moma.org/media/W1siZiIsIjI2MjQxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6ec0ae841825832c,,,,,26.1,,,21.7,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 11 x 7 13/16"" (28 x 19.8 cm); sheet: 25 1/2 x 19 5/8"" (64.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.7,Print,Drawings & Prints,2013-02-07,Y,166388,https://www.moma.org/collection/works/166388,https://www.moma.org/media/W1siZiIsIjI2Mjk4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=da287cc96a11611a,,,,,28.0,,,19.8,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 13/16 x 5 5/16"" (27.5 x 13.5 cm); sheet: 25 1/2 x 19 5/8"" (64.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.8,Print,Drawings & Prints,2013-02-07,Y,166389,https://www.moma.org/collection/works/166389,https://www.moma.org/media/W1siZiIsIjI2MjQxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ddb08dac1235943b,,,,,27.5,,,13.5,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 1/8 x 8 5/8"" (25.7 x 21.9 cm); sheet: 25 1/2 x 19 5/8"" (64.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.9,Print,Drawings & Prints,2013-02-07,Y,166390,https://www.moma.org/collection/works/166390,https://www.moma.org/media/W1siZiIsIjI2MjQxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3ba0240f2cdd2624,,,,,25.7,,,21.9,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 11/16 x 8 3/16"" (27.2 x 20.8 cm); sheet: 25 1/2 x 19 5/8"" (64.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.10,Print,Drawings & Prints,2013-02-07,Y,166391,https://www.moma.org/collection/works/166391,https://www.moma.org/media/W1siZiIsIjI2MjQwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fcc91c07f70b8485,,,,,27.2,,,20.8,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 1/4 x 8 1/2"" (26.1 x 21.6 cm); sheet: 25 1/2 x 19 5/8"" (64.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.11,Print,Drawings & Prints,2013-02-07,Y,166392,https://www.moma.org/collection/works/166392,https://www.moma.org/media/W1siZiIsIjI2MjQwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=61b48ca02f0cda2e,,,,,26.1,,,21.6,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 5/8 x 7 1/16"" (27 x 18 cm); sheet: 25 1/2 x 19 5/8"" (64.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.12,Print,Drawings & Prints,2013-02-07,Y,166393,https://www.moma.org/collection/works/166393,https://www.moma.org/media/W1siZiIsIjI2MjQwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e0bbad83ffa6d8cf,,,,,27.0,,,18.0,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 9 7/16 x 7 15/16"" (23.9 x 20.2 cm); sheet: 26 5/8 x 19 5/8"" (67.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.13,Print,Drawings & Prints,2013-02-07,Y,166394,https://www.moma.org/collection/works/166394,https://www.moma.org/media/W1siZiIsIjI2MjQwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=86e67be2a75cd550,,,,,23.9,,,20.2,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 5/8 x 7 1/16"" (27 x 18 cm); sheet: 25 1/2 x 19 5/8"" (64.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.14,Print,Drawings & Prints,2013-02-07,Y,166395,https://www.moma.org/collection/works/166395,https://www.moma.org/media/W1siZiIsIjI2MjQwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ce9885137ddf97b5,,,,,27.0,,,18.0,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 5/8 x 8 7/8"" (27 x 22.5 cm); sheet: 25 1/2 x 19 5/8"" (64.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.15,Print,Drawings & Prints,2013-02-07,Y,166396,https://www.moma.org/collection/works/166396,https://www.moma.org/media/W1siZiIsIjI2MjQwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=526e893217ba5618,,,,,27.0,,,22.5,,
Untitled,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1992,One from a portfolio of sixteen relief prints,"composition: 10 1/16 x 7 13/16"" (25.6 x 19.8 cm); sheet: 25 1/2 x 19 5/8"" (64.7 x 49.8 cm)",Deborah Wye Endowment Fund,62.2013.16,Print,Drawings & Prints,2013-02-07,Y,166397,https://www.moma.org/collection/works/166397,https://www.moma.org/media/W1siZiIsIjI2MjQwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=eb0aa7e5c5006282,,,,,25.6,,,19.8,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Detail sketches)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1970,"Felt-tipped marker, ink and colored pencil on paper","11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of the architect,1808.2012.1-91,Architecture,Architecture & Design,2012-10-15,N,167760,,,,,,,29.8450596901,,,20.9550419101,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Plan)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1970,Print,"11 5/8 x 16 1/2"" (29.5 x 41.9 cm)",Gift of the architect,1809.2012.1-40,Architecture,Architecture & Design,2012-10-15,N,167761,,,,,,,29.5275590551,,,41.9100838202,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Exterior perspective)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1970-1996,"Watercolor, colored pencil and felt-tipped marker","each: 11 7/8 x 16 5/8"" (30.2 x 42.2 cm)",Gift of the architect,1810.2012.1-26,Architecture,Architecture & Design,2012-10-15,N,167762,,,,,,,30.1625603251,,,42.2275844552,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Scale model)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1974,"Wood, plastic and acrylic paint","82 1/2 x 13 3/4 x 13 3/4"" (209.6 x 34.9 x 34.9 cm)",Gift of the architect,1807.2012.1,Architecture,Architecture & Design,2012-10-15,Y,167940,https://www.moma.org/collection/works/167940,,,,34.9250698501,,209.5504191008,,,34.9250698501,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Scale model)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1974,"Wood, plastic and acrylic paint","64 1/2 x 13 3/4 x 13 3/4"" (163.8 x 34.9 x 34.9 cm)",Gift of the architect,1807.2012.2,Architecture,Architecture & Design,2012-10-15,Y,167941,https://www.moma.org/collection/works/167941,,,,34.9250698501,,163.8303276607,,,34.9250698501,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Scale model)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1974,"Wood, plastic and acrylic paint","51 1/2 x 13 3/4 x 13 3/4"" (130.8 x 34.9 x 34.9 cm)",Gift of the architect,1807.2012.3,Architecture,Architecture & Design,2012-10-15,Y,167942,https://www.moma.org/collection/works/167942,,,,34.9250698501,,130.8102616205,,,34.9250698501,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Scale model)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1974,"Wood, plastic and acrylic paint","44 x 13 3/4 x 13 3/4"" (111.8 x 34.9 x 34.9 cm)",Gift of the architect,1807.2012.4,Architecture,Architecture & Design,2012-10-15,Y,167943,https://www.moma.org/collection/works/167943,,,,34.9250698501,,111.7602235204,,,34.9250698501,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Scale model)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1974,"Wood, plastic and acrylic paint","43 3/4 x 13 3/4 x 13 3/4"" (111.1 x 34.9 x 34.9 cm)",Gift of the architect,1807.2012.5,Architecture,Architecture & Design,2012-10-15,Y,167944,https://www.moma.org/collection/works/167944,,,,34.9250698501,,111.1252222504,,,34.9250698501,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Scale model)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1974,"Wood, plastic and acrylic paint","27 1/2 x 13 3/4 x 13 3/4"" (69.9 x 34.9 x 34.9 cm)",Gift of the architect,1807.2012.6,Architecture,Architecture & Design,2012-10-15,Y,167945,https://www.moma.org/collection/works/167945,,,,34.9250698501,,69.8501397003,,,34.9250698501,,
Sonderheft Typographische Mitteilungen,Jan Tschichold,5951,"(Swiss, born Germany. 1902–1974)",(Swiss),(1902),(1974),(male),1925,"Book, letterpress printed","12 1/4 x 9 1/4"" (31.1 x 23.5 cm)",Gift of Suzanne Slesin,698.2013,Design,Architecture & Design,2013-06-03,Y,168064,https://www.moma.org/collection/works/168064,https://www.moma.org/media/W1siZiIsIjI3OTQwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fe0f62b59823a457,,,,,31.1150622301,,,23.4950469901,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Detail sketches)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1970,Felt-tipped marker and pencil on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of the architect,1808.2012.1,Architecture,Architecture & Design,2012-10-15,Y,168660,https://www.moma.org/collection/works/168660,https://www.moma.org/media/W1siZiIsIjI2NTc0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7d56eb16f5fa0fab,,,,,29.8450596901,,,20.9550419101,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Elevations and interior perspective sketch)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1970,Felt-tipped marker and pencil on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of the architect,1808.2012.2,Architecture,Architecture & Design,2012-10-15,Y,168661,https://www.moma.org/collection/works/168661,https://www.moma.org/media/W1siZiIsIjI2NTc1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=74c72ac0f480b9de,,,,,29.8450596901,,,20.9550419101,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Interior perspective and detail sketches)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1970,Felt-tipped marker and pencil on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of the architect,1808.2012.3,Architecture,Architecture & Design,2012-10-15,Y,168662,https://www.moma.org/collection/works/168662,https://www.moma.org/media/W1siZiIsIjI2NTc1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d9a4f5692ab9235d,,,,,29.8450596901,,,20.9550419101,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Exterior perspective and plan sketches)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1970,Pencil on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of the architect,1808.2012.4,Architecture,Architecture & Design,2012-10-15,Y,168663,https://www.moma.org/collection/works/168663,https://www.moma.org/media/W1siZiIsIjI2NTc1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7c79068be165da4b,,,,,29.8450596901,,,20.9550419101,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Perspective and detail sketches)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1970,Felt-tipped marker and pencil on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of the architect,1808.2012.5,Architecture,Architecture & Design,2012-10-15,Y,168664,https://www.moma.org/collection/works/168664,https://www.moma.org/media/W1siZiIsIjI2NTc1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b2a4e5836887f5a0,,,,,29.8450596901,,,20.9550419101,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Exterior perspective, elevation and detail sketches)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1970,Pencil on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of the architect,1808.2012.6,Architecture,Architecture & Design,2012-10-15,Y,168665,https://www.moma.org/collection/works/168665,https://www.moma.org/media/W1siZiIsIjI2NTc2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a33066ed5b5c2d98,,,,,29.8450596901,,,20.9550419101,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Detail sketches)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1970,Pencil on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of the architect,1808.2012.7,Architecture,Architecture & Design,2012-10-15,Y,168666,https://www.moma.org/collection/works/168666,https://www.moma.org/media/W1siZiIsIjI2NTc2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b5e8f79c58ca647d,,,,,29.8450596901,,,20.9550419101,,
